,id,agency,code_parts,composite_element,description,element_id,group_begin_end,group_req_designator,group_requirement_designator_id,hash_flag,maximum_length,minimum_length,position,release,repeat_factor,requirement_designator,rules,segment_id,sub_element_req_designator,tracking_flag,type,version
688943,688943,X,,False,NUMBER OF LOADS,0622,,,,,5,1,1,0,1,M,,CLD,M,,N0,006010
688944,688944,X,,False,NUMBER OF UNITS SHIPPED,0382,,,,,10,1,2,0,1,M,,CLD,M,,R,006010
688945,688945,X,3.0,False,PACKAGING CODE,0103,,,,,5,3,3,0,1,O,,CLD,O,,AN,006010
688946,688946,X,,False,SIZE,0357,,,,,8,1,4,0,1,C,,CLD,C,,R8,006010
688947,688947,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,5,0,1,O,C  005004,CLD,O,,ID,006010
688948,688948,X,,False,ENTITY IDENTIFIER CODE,0098,,,,,3,2,1,0,1,C,R  001002003,CLI,C,,ID,006010
688949,688949,X,,False,BREAKDOWN STRUCTURE DETAIL CODE,1196,,,,,2,2,2,0,1,C,,CLI,C,,ID,006010
688950,688950,X,,False,ASSIGNED IDENTIFICATION,0350,,,,,20,1,3,0,1,C,,CLI,C,,AN,006010
688951,688951,X,,False,FREE-FORM DESCRIPTION,0369,,,,,45,1,4,0,1,O,,CLI,O,,AN,006010
688952,688952,X,,False,RATE OR VALUE TYPE CODE,0562,,,,,2,1,5,0,1,O,,CLI,O,,ID,006010
688953,688953,X,,False,CONTRACT TYPE CODE,1166,,,,,2,2,6,0,1,O,,CLI,O,,ID,006010
688954,688954,X,,False,CLAIM SUBMITTER'S IDENTIFIER,1028,,,,,38,1,1,0,1,M,,CLM,M,,AN,006010
688955,688955,X,,False,MONETARY AMOUNT,0782,,,,,18,1,2,0,1,O,,CLM,O,,R,006010
688956,688956,X,,False,CLAIM FILING INDICATOR CODE,1032,,,,,2,1,3,0,1,O,,CLM,O,,ID,006010
688957,689072,X,,False,DATE,0373,,,,,8,8,2,0,1,M,,CPR,M,,DT,006010
688958,688957,X,,False,NON-INSTITUTIONAL CLAIM TYPE CODE,1343,,,,,2,1,4,0,1,O,,CLM,O,,ID,006010
688959,688958,X,,False,FACILITY CODE VALUE,1331,G,O,C023,,3,1,5,0,1,O,,CLM,M,,AN,006010
688960,688959,X,,False,FACILITY CODE QUALIFIER,1332,R,O,C023,,2,1,6,0,0,O,,CLM,M,,ID,006010
688961,688960,X,,False,CLAIM FREQUENCY TYPE CODE,1325,,O,C023,,1,1,7,0,0,O,,CLM,O,,ID,006010
688962,688961,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,8,0,1,O,,CLM,O,,ID,006010
688963,688962,X,,False,PROVIDER ACCEPT ASSIGNMENT CODE,1359,,,,,1,1,9,0,1,O,,CLM,O,,ID,006010
688964,688963,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,10,0,1,O,,CLM,O,,ID,006010
688965,688964,X,,False,RELEASE OF INFORMATION CODE,1363,,,,,1,1,11,0,1,O,,CLM,O,,ID,006010
688966,688965,X,,False,PATIENT SIGNATURE SOURCE CODE,1351,,,,,1,1,12,0,1,O,,CLM,O,,ID,006010
688967,688966,X,,False,RELATED-CAUSES CODE,1362,G,O,C024,,3,2,13,0,1,O,,CLM,M,,ID,006010
688968,688967,X,,False,RELATED-CAUSES CODE,1362,R,O,C024,,3,2,14,0,0,O,,CLM,O,,ID,006010
688969,688968,X,,False,RELATED-CAUSES CODE,1362,R,O,C024,,3,2,15,0,0,O,,CLM,O,,ID,006010
688970,688969,X,,False,STATE OR PROVINCE CODE,0156,R,O,C024,,2,2,16,0,0,O,,CLM,O,,ID,006010
688971,688970,X,,False,COUNTRY CODE,0026,,O,C024,,3,2,17,0,0,O,,CLM,O,,ID,006010
688972,688971,X,,False,SPECIAL PROGRAM CODE,1366,,,,,3,2,18,0,1,O,,CLM,O,,ID,006010
688973,688972,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,19,0,1,O,,CLM,O,,ID,006010
688974,688973,X,,False,LEVEL OF SERVICE CODE,1338,,,,,3,1,20,0,1,O,,CLM,O,,ID,006010
688975,688974,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,21,0,1,O,,CLM,O,,ID,006010
688976,688975,X,,False,PROVIDER AGREEMENT CODE,1360,,,,,1,1,22,0,1,O,,CLM,O,,ID,006010
688977,688976,X,,False,CLAIM STATUS CODE,1029,,,,,2,1,23,0,1,O,,CLM,O,,ID,006010
688978,688977,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,24,0,1,O,,CLM,O,,ID,006010
688979,688978,X,,False,CLAIM SUBMISSION REASON CODE,1383,,,,,2,2,25,0,1,O,,CLM,O,,ID,006010
688980,688979,X,,False,DELAY REASON CODE,1514,,,,,2,1,26,0,1,O,,CLM,O,,ID,006010
688981,688980,X,,False,CLAIM SUBMITTER'S IDENTIFIER,1028,,,,,38,1,1,0,1,M,,CLP,M,,AN,006010
688982,688981,X,,False,CLAIM STATUS CODE,1029,,,,,2,1,2,0,1,M,,CLP,M,,ID,006010
688983,688982,X,,False,MONETARY AMOUNT,0782,,,,,18,1,3,0,1,M,,CLP,M,,R,006010
688984,688983,X,,False,MONETARY AMOUNT,0782,,,,,18,1,4,0,1,M,,CLP,M,,R,006010
688985,688984,X,,False,MONETARY AMOUNT,0782,,,,,18,1,5,0,1,O,,CLP,O,,R,006010
688986,688985,X,,False,CLAIM FILING INDICATOR CODE,1032,,,,,2,1,6,0,1,O,,CLP,O,,ID,006010
688987,688986,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,7,0,1,O,,CLP,O,,AN,006010
688988,688987,X,,False,FACILITY CODE VALUE,1331,,,,,3,1,8,0,1,O,,CLP,O,,AN,006010
688989,688988,X,,False,CLAIM FREQUENCY TYPE CODE,1325,,,,,1,1,9,0,1,O,,CLP,O,,ID,006010
688990,688989,X,,False,PATIENT STATUS CODE,1352,,,,,2,1,10,0,1,O,,CLP,O,,ID,006010
688991,688990,X,,False,DIAGNOSIS RELATED GROUP (DRG) CODE,1354,,,,,4,1,11,0,1,O,,CLP,O,,ID,006010
688992,688991,X,,False,QUANTITY,0380,,,,,15,1,12,0,1,O,,CLP,O,,R,006010
688993,688992,X,,False,PERCENTAGE AS DECIMAL,0954,,,,,10,1,13,0,1,O,,CLP,O,,R,006010
688994,688993,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,14,0,1,O,,CLP,O,,ID,006010
688995,688994,X,,False,EXCHANGE RATE,0280,,,,,10,4,15,0,1,O,,CLP,O,,R,006010
688996,688995,X,,False,IDENTIFICATION CODE QUALIFIER,0066,,,,,2,1,1,0,1,M,,CLR,M,,ID,006010
688997,688996,X,,False,IDENTIFICATION CODE,0067,,,,,80,2,2,0,1,M,,CLR,M,,AN,006010
688998,688997,X,,False,INDUSTRY CODE,1271,,,,,30,1,3,0,1,O,,CLR,O,,AN,006010
688999,688998,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,4,0,1,O,,CLR,O,,AN,006010
689000,688999,X,,False,ADMISSION TYPE CODE,1315,,,,,1,1,1,0,1,O,,CL1,O,,ID,006010
689001,689000,X,,False,ADMISSION SOURCE CODE,1314,,,,,1,1,2,0,1,O,,CL1,O,,ID,006010
689002,689001,X,,False,PATIENT STATUS CODE,1352,,,,,2,1,3,0,1,O,,CL1,O,,ID,006010
689003,689002,X,,False,NURSING HOME RESIDENTIAL STATUS CODE,1345,,,,,1,1,4,0,1,O,,CL1,O,,ID,006010
689004,689003,X,,False,FLIGHT/VOYAGE NUMBER,0055,,,,,30,2,1,0,1,O,,CM,O,,AN,006010
689005,689004,X,,False,PORT OR TERMINAL FUNCTION CODE,0115,,,,,1,1,2,0,1,C,,CM,C,,ID,006010
689006,689005,X,,False,PORT NAME,0114,,,,,24,2,3,0,1,O,,CM,O,,AN,006010
689007,689006,X,,False,DATE,0373,,,,,8,8,4,0,1,O,C  004002,CM,O,,DT,006010
689008,689007,X,,False,BOOKING NUMBER,0013,,,,,17,1,5,0,1,O,,CM,O,,AN,006010
689009,689008,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,6,0,1,O,,CM,O,,ID,006010
689010,689009,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,7,0,1,O,,CM,O,,ID,006010
689011,689010,X,,False,DATE,0373,,,,,8,8,8,0,1,O,,CM,O,,DT,006010
689012,689011,X,,False,VESSEL NAME,0182,,,,,28,2,9,0,1,O,,CM,O,,AN,006010
689013,689012,X,,False,PIER NUMBER,0113,,,,,4,1,10,0,1,O,,CM,O,,AN,006010
689014,689013,X,,False,PIER NAME,0112,,,,,14,2,11,0,1,O,,CM,O,,AN,006010
689015,689015,X,,False,STATE OR PROVINCE CODE,0156,,,,,2,2,13,0,1,O,,CM,O,,ID,006010
689016,689016,X,,False,COUNTRY CODE,0026,,,,,3,2,14,0,1,O,,CM,O,,ID,006010
689017,689017,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,15,0,1,O,,CM,O,,AN,006010
689018,689018,X,,False,CORRECTION INDICATOR,0202,,,,,2,2,16,0,1,O,,CM,O,,ID,006010
689019,689019,X,,False,TRANSPORTATION METHOD/TYPE CODE,0091,,,,,2,1,17,0,1,O,,CM,O,,ID,006010
689020,689020,X,,False,TRANSACTION TYPE CODE,0640,,,,,2,2,1,0,1,M,,CMA,M,,ID,006010
689021,689021,X,,False,REFERENCE IDENTIFICATION QUALIFIER,0128,,,,,3,2,2,0,1,M,,CMA,M,,ID,006010
689022,689022,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,3,0,1,M,,CMA,M,,AN,006010
689023,689023,X,,False,DATE,0373,,,,,8,8,4,0,1,M,,CMA,M,,DT,006010
689024,689024,X,,False,WEEK,0642,,,,,6,6,5,0,1,M,,CMA,M,,N0,006010
689025,689025,X,,False,MARKET AREA CODE QUALIFIER,0771,,,,,3,1,6,0,1,C,P  006007,CMA,C,,ID,006010
689026,689026,X,,False,MARKET AREA CODE IDENTIFIER,0767,,,,,13,1,7,0,1,C,,CMA,C,,AN,006010
689027,689027,X,,False,CURRENCY CODE,0100,,,,,3,3,8,0,1,O,,CMA,O,,ID,006010
689028,689028,X,,False,MARKET PROFILE,1392,,,,,8,1,9,0,1,O,,CMA,O,,AN,006010
689029,689029,X,,False,CONTRACT NUMBER,0367,,,,,30,1,10,0,1,O,,CMA,O,,AN,006010
689030,689030,X,,False,TRANSACTION SET PURPOSE CODE,0353,,,,,2,2,11,0,1,O,,CMA,O,,ID,006010
689031,689031,X,,False,COMMODITY CODE,0022,,,,,30,1,1,0,1,O,,CMC,O,,AN,006010
689032,689032,X,,False,FREIGHT CLASS CODE,0059,,,,,5,2,2,0,1,O,,CMC,O,,AN,006010
689033,689033,X,,False,CONTRACT TYPE CODE,1166,,,,,2,2,1,0,1,M,,CN1,M,,ID,006010
689034,689034,X,,False,MONETARY AMOUNT,0782,,,,,18,1,2,0,1,O,,CN1,O,,R,006010
689035,689035,X,,False,"PERCENT, DECIMAL FORMAT",0332,,,,,6,1,3,0,1,O,,CN1,O,,R6,006010
689036,689036,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,4,0,1,O,,CN1,O,,AN,006010
689037,689037,X,,False,TERMS DISCOUNT PERCENT,0338,,,,,6,1,5,0,1,O,,CN1,O,,R6,006010
689038,689038,X,,False,VERSION IDENTIFIER,0799,,,,,30,1,6,0,1,O,,CN1,O,,AN,006010
689039,689039,X,,False,PAYER RESPONSIBILITY SEQUENCE NUMBER CODE,1138,,,,,1,1,1,0,1,O,,COB,O,,ID,006010
689040,689040,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,2,0,1,O,,COB,O,,AN,006010
689041,689041,X,,False,COORDINATION OF BENEFITS CODE,1143,,,,,1,1,3,0,1,O,,COB,O,,ID,006010
689042,689042,X,,False,SERVICE TYPE CODE,1365,,,,,2,1,4,0,9,O,,COB,O,,ID,006010
689043,689043,X,,False,COMMUNICATION NUMBER QUALIFIER,0365,,,,,2,2,1,0,1,M,,COM,M,,ID,006010
689044,689044,X,,False,COMMUNICATION NUMBER,0364,,,,,256,1,2,0,1,M,,COM,M,,AN,006010
689045,689045,X,,False,COMMUNICATION NUMBER QUALIFIER,0365,G,O,C057,,2,2,3,0,9,O,,COM,C,,ID,006010
689046,689046,X,,False,COMMUNICATION NUMBER,0364,,O,C057,,256,1,4,0,0,O,P  003004,COM,C,,AN,006010
689047,689047,X,,False,REFERENCE IDENTIFICATION QUALIFIER,0128,,,,,3,2,1,0,1,M,,CON,M,,ID,006010
689048,689048,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,2,0,1,M,,CON,M,,AN,006010
689049,689049,X,,False,CONTRACT STATUS CODE,0846,,,,,2,2,3,0,1,M,,CON,M,,ID,006010
689050,689050,X,,False,PAYMENT HANDLING CODE,1764,,,,,2,2,1,0,1,M,,CPI,M,,ID,006010
689051,689051,X,,False,MONETARY AMOUNT,0782,,,,,18,1,2,0,1,O,,CPI,O,,R,006010
689052,689052,X,,False,DESCRIPTION,0352,,,,,80,1,3,0,1,O,,CPI,O,,AN,006010
689053,689053,X,,False,PROGRAM TYPE CODE,1193,,,,,2,2,1,0,1,M,,CPL,M,,ID,006010
689054,689054,X,,False,DESCRIPTION,0352,,,,,80,1,2,0,1,M,,CPL,M,,AN,006010
689055,689055,X,,False,ACTION CODE,0306,,,,,2,1,3,0,1,M,,CPL,M,,ID,006010
689056,689056,X,,False,CONTRACT DATE BASIS CODE,1762,,,,,2,1,4,0,1,C,P  004005,CPL,C,,ID,006010
689057,689057,X,,False,ENTITY IDENTIFIER CODE,0098,,,,,3,2,5,0,1,C,,CPL,C,,ID,006010
689058,689058,X,,False,DESCRIPTION,0352,,,,,80,1,6,0,1,O,,CPL,O,,AN,006010
689059,689059,X,,False,CONDITION INDICATOR,1321,,,,,3,2,7,0,1,C,P  007008,CPL,C,,ID,006010
689060,689060,X,,False,PROGRAM BASIS TYPE CODE,1765,,,,,2,2,8,0,1,C,,CPL,C,,ID,006010
689061,689061,X,,False,CONDITION INDICATOR,1321,,,,,3,2,9,0,1,O,,CPL,O,,ID,006010
689062,689062,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,10,0,1,O,,CPL,O,,ID,006010
689063,689063,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,11,0,1,O,,CPL,O,,ID,006010
689064,689064,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,12,0,1,O,,CPL,O,,ID,006010
689065,689065,X,,False,TRANSACTION SET PURPOSE CODE,0353,,,,,2,2,1,0,1,M,,CPM,M,,ID,006010
689066,689066,X,,False,IDENTIFICATION CODE QUALIFIER,0066,,,,,2,1,2,0,1,M,,CPM,M,,ID,006010
689067,689067,X,,False,IDENTIFICATION CODE,0067,,,,,80,2,3,0,1,M,,CPM,M,,AN,006010
689068,689068,X,,False,NAME,0093,,,,,60,1,4,0,1,O,,CPM,O,,AN,006010
689069,689069,X,,False,STANDARD CARRIER ALPHA CODE,0140,,,,,4,2,5,0,1,O,,CPM,O,,ID,006010
689070,689070,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,6,0,1,O,,CPM,O,,AN,006010
689071,689071,X,,False,MARKET EXCHANGE IDENTIFIER,1053,,,,,3,3,1,0,1,M,,CPR,M,,ID,006010
689072,689073,X,,False,UNIT PRICE,0212,,,,,17,1,3,0,1,M,,CPR,M,,R,006010
689073,689074,X,,False,COMMODITY IDENTIFICATION,1054,,,,,2,2,4,0,1,M,,CPR,M,,ID,006010
689074,689075,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,5,0,1,O,,CPR,O,,ID,006010
689075,689076,X,,False,CREDENTIAL TYPE CODE,1729,,,,,2,1,1,0,1,M,,CQ,M,,ID,006010
689076,689077,X,,False,CREDENTIAL CATEGORY CODE,1731,,,,,2,1,2,0,1,O,,CQ,O,,ID,006010
689077,689078,X,,False,IDENTIFICATION CODE QUALIFIER,0066,,,,,2,1,3,0,1,C,P  003004,CQ,C,,ID,006010
689078,689079,X,,False,IDENTIFICATION CODE,0067,,,,,80,2,4,0,1,C,,CQ,C,,AN,006010
689079,689080,X,,False,"LEVEL OF INDIVIDUAL, TEST, OR COURSE CODE",1131,,,,,2,2,5,0,1,O,,CQ,O,,ID,006010
689080,689081,X,,False,BASIS FOR ACADEMIC CREDIT OR AWARD OF CREDENTIAL CODE,1147,,,,,1,1,6,0,1,O,,CQ,O,,ID,006010
689081,689082,X,,False,CREDENTIAL REQUIREMENT CODE,1730,,,,,1,1,7,0,7,O,,CQ,O,,ID,006010
689082,689083,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,8,0,1,O,,CQ,O,,ID,006010
689083,689084,X,,False,CONDITION INDICATOR,1321,,,,,3,2,9,0,1,O,,CQ,O,,ID,006010
689084,689085,X,,False,STATE OR PROVINCE CODE,0156,,,,,2,2,10,0,1,O,,CQ,O,,ID,006010
689085,689086,X,,False,CODE CATEGORY,1136,,,,,2,2,1,0,1,M,,CRC,M,,ID,006010
689086,689087,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,2,0,1,M,,CRC,M,,ID,006010
689087,689088,X,,False,CONDITION INDICATOR,1321,,,,,3,2,3,0,1,M,,CRC,M,,ID,006010
689088,689089,X,,False,CONDITION INDICATOR,1321,,,,,3,2,4,0,1,O,,CRC,O,,ID,006010
689089,689090,X,,False,CONDITION INDICATOR,1321,,,,,3,2,5,0,1,O,,CRC,O,,ID,006010
689090,689091,X,,False,CONDITION INDICATOR,1321,,,,,3,2,6,0,1,O,,CRC,O,,ID,006010
689091,689092,X,,False,CONDITION INDICATOR,1321,,,,,3,2,7,0,1,O,,CRC,O,,ID,006010
689092,689093,X,,False,COUNTRY CODE,0026,,,,,3,2,1,0,1,M,,CRD,M,,ID,006010
689093,689094,X,,False,AMOUNT QUALIFIER CODE,0522,,,,,3,1,2,0,1,C,P  002003,CRD,C,,ID,006010
689094,689095,X,,False,MONETARY AMOUNT,0782,,,,,18,1,3,0,1,C,R  003004,CRD,C,,R,006010
689095,689096,X,,False,"PERCENT, INTEGER FORMAT",0488,,,,,3,1,4,0,1,C,,CRD,C,,N0,006010
689096,689097,X,,False,MAINTENANCE TYPE CODE,0875,,,,,3,3,1,0,1,C,P  001007008,CRI,C,,ID,006010
689097,689098,X,,False,CLAIM STATUS CODE,1029,,,,,2,1,2,0,1,O,,CRI,O,,ID,006010
689098,689099,X,,False,MAINTENANCE REASON CODE,1203,,,,,3,2,3,0,1,O,,CRI,O,,ID,006010
689099,689100,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,4,0,1,O,,CRI,O,,ID,006010
689100,689101,X,,False,FREQUENCY CODE,0594,,,,,1,1,5,0,1,O,,CRI,O,,ID,006010
689101,689102,X,,False,CLAIM FILING INDICATOR CODE,1032,,,,,2,1,6,0,1,M,,CRI,M,,ID,006010
689102,689103,X,,False,DATE TIME PERIOD FORMAT QUALIFIER,1250,,,,,3,2,7,0,1,C,,CRI,C,,ID,006010
689103,689104,X,,False,DATE TIME PERIOD,1251,,,,,35,1,8,0,1,C,,CRI,C,,AN,006010
689104,689105,X,,False,ADJUSTMENT REASON CODE CHARACTERISTIC,1129,,,,,2,1,9,0,1,O,C  009001,CRI,O,,ID,006010
689105,689106,X,,False,LATE REASON CODE,0009,,,,,2,2,10,0,1,O,C  010001,CRI,O,,ID,006010
689106,689107,X,,False,CONDITION INDICATOR,1321,,,,,3,2,11,0,1,O,,CRI,O,,ID,006010
689107,689108,X,,False,DATE TIME PERIOD FORMAT QUALIFIER,1250,,,,,3,2,1,0,1,M,,CRO,M,,ID,006010
689108,689109,X,,False,DATE TIME PERIOD,1251,,,,,35,1,2,0,1,M,,CRO,M,,AN,006010
689109,689110,X,,False,PRODUCT/SERVICE ID QUALIFIER,0235,,,,,2,2,3,0,1,M,,CRO,M,,ID,006010
689110,689111,X,,False,PRODUCT/SERVICE ID,0234,,,,,80,1,4,0,1,M,,CRO,M,,AN,006010
689111,689112,X,,False,ACTION CODE,0306,,,,,2,1,5,0,1,M,,CRO,M,,ID,006010
689112,689113,X,,False,CREDIT REPORT MERGE TYPE CODE,0612,,,,,1,1,6,0,1,O,,CRO,O,,ID,006010
689113,689114,X,,False,BASIS FOR ACADEMIC CREDIT OR AWARD OF CREDENTIAL CODE,1147,,,,,1,1,1,0,1,M,,CRS,M,,ID,006010
689114,689115,X,,False,ACADEMIC CREDIT TYPE CODE,1141,,,,,1,1,2,0,1,O,,CRS,O,,ID,006010
689115,689116,X,,False,QUANTITY,0380,,,,,15,1,3,0,1,O,,CRS,O,,R,006010
689116,689117,X,,False,QUANTITY,0380,,,,,15,1,4,0,1,O,,CRS,O,,R,006010
689117,689118,X,,False,ACADEMIC GRADE QUALIFIER,1148,,,,,3,1,5,0,1,C,,CRS,C,,ID,006010
689118,689119,X,,False,ACADEMIC GRADE,1258,,,,,3,1,6,0,1,O,C  006005,CRS,O,,AN,006010
689119,689120,X,,False,YES/NO CONDITION OR RESPONSE CODE,1073,,,,,1,1,7,0,1,O,,CRS,O,,ID,006010
689120,689121,X,,False,ACADEMIC GRADE OR COURSE LEVEL CODE,1142,,,,,2,1,8,0,1,O,,CRS,O,,ID,006010
689121,689122,X,,False,COURSE REPEAT OR NO COUNT INDICATOR CODE,1150,,,,,1,1,9,0,1,O,,CRS,O,,ID,006010
689122,689123,X,,False,IDENTIFICATION CODE QUALIFIER,0066,,,,,2,1,10,0,1,C,P  010011,CRS,C,,ID,006010
689123,689124,X,,False,IDENTIFICATION CODE,0067,,,,,80,2,11,0,1,C,,CRS,C,,AN,006010
689124,689125,X,,False,QUANTITY,0380,,,,,15,1,12,0,1,O,,CRS,O,,R,006010
689125,689126,X,,False,"LEVEL OF INDIVIDUAL, TEST, OR COURSE CODE",1131,,,,,2,2,13,0,1,O,,CRS,O,,ID,006010
689126,689127,X,,False,NAME,0093,,,,,60,1,14,0,1,O,,CRS,O,,AN,006010
689127,689128,X,,False,REFERENCE IDENTIFICATION,0127,,,,,80,1,15,0,1,O,,CRS,O,,AN,006010
689128,689129,X,,False,NAME,0093,,,,,60,1,16,0,1,O,,CRS,O,,AN,006010
689129,689130,X,,False,QUANTITY,0380,,,,,15,1,17,0,1,O,,CRS,O,,R,006010
689130,689131,X,,False,QUANTITY,0380,,,,,15,1,18,0,1,O,,CRS,O,,R,006010
689131,689132,X,,False,DATE,0373,,,,,8,8,19,0,1,O,,CRS,O,,DT,006010
689132,689133,X,,False,OVERRIDE ACADEMIC COURSE SOURCE CODE,1152,,,,,2,2,20,0,1,O,,CRS,O,,ID,006010
689133,689134,X,,False,REPORT TYPE CODE,0755,,,,,2,2,1,0,1,M,,CRT,M,,ID,006010
689134,689135,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,G,O,C001,,2,2,2,0,1,O,,CRT,M,,ID,006010
689135,689136,X,,False,EXPONENT,1018,R,O,C001,,15,1,3,0,0,O,,CRT,O,,R,006010
689136,689137,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,4,0,0,O,,CRT,O,,R,006010
689137,689138,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,5,0,0,O,,CRT,O,,ID,006010
689138,689139,X,,False,EXPONENT,1018,R,O,C001,,15,1,6,0,0,O,,CRT,O,,R,006010
689139,689140,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,7,0,0,O,,CRT,O,,R,006010
689140,689141,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,8,0,0,O,,CRT,O,,ID,006010
689141,689142,X,,False,EXPONENT,1018,R,O,C001,,15,1,9,0,0,O,,CRT,O,,R,006010
689142,689143,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,10,0,0,O,,CRT,O,,R,006010
689143,689144,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,11,0,0,O,,CRT,O,,ID,006010
689144,689145,X,,False,EXPONENT,1018,R,O,C001,,15,1,12,0,0,O,,CRT,O,,R,006010
689145,689146,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,13,0,0,O,,CRT,O,,R,006010
689146,689147,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,14,0,0,O,,CRT,O,,ID,006010
689147,689148,X,,False,EXPONENT,1018,R,O,C001,,15,1,15,0,0,O,,CRT,O,,R,006010
689148,689149,X,,False,MULTIPLIER,0649,,O,C001,,10,1,16,0,0,O,,CRT,O,,R,006010
689149,689150,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,G,O,C001,,2,2,17,0,1,O,,CRT,M,,ID,006010
689150,689151,X,,False,EXPONENT,1018,R,O,C001,,15,1,18,0,0,O,,CRT,O,,R,006010
689151,689152,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,19,0,0,O,,CRT,O,,R,006010
689152,689153,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,20,0,0,O,,CRT,O,,ID,006010
689153,689154,X,,False,EXPONENT,1018,R,O,C001,,15,1,21,0,0,O,,CRT,O,,R,006010
689154,689155,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,22,0,0,O,,CRT,O,,R,006010
689155,689156,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,23,0,0,O,,CRT,O,,ID,006010
689156,689157,X,,False,EXPONENT,1018,R,O,C001,,15,1,24,0,0,O,,CRT,O,,R,006010
689157,689158,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,25,0,0,O,,CRT,O,,R,006010
689158,689159,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,26,0,0,O,,CRT,O,,ID,006010
689159,689160,X,,False,EXPONENT,1018,R,O,C001,,15,1,27,0,0,O,,CRT,O,,R,006010
689160,689161,X,,False,MULTIPLIER,0649,R,O,C001,,10,1,28,0,0,O,,CRT,O,,R,006010
689161,689162,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,R,O,C001,,2,2,29,0,0,O,,CRT,O,,ID,006010
689162,689163,X,,False,EXPONENT,1018,R,O,C001,,15,1,30,0,0,O,,CRT,O,,R,006010
689163,689164,X,,False,MULTIPLIER,0649,,O,C001,,10,1,31,0,0,O,,CRT,O,,R,006010
689164,689165,X,,False,BREAKDOWN STRUCTURE DETAIL CODE,1196,,,,,2,2,32,0,1,O,,CRT,O,,ID,006010
689165,689166,X,,False,ACTION CODE,0306,,,,,2,1,33,0,1,O,,CRT,O,,ID,006010
689166,689167,X,,False,RATE OR VALUE TYPE CODE,0562,,,,,2,1,34,0,1,O,,CRT,O,,ID,006010
689167,689168,X,,False,CONTRACT ACTION CODE,1308,,,,,2,2,35,0,1,O,,CRT,O,,ID,006010
689168,689169,X,,False,PROGRAM TYPE CODE,1193,,,,,2,2,36,0,1,O,,CRT,O,,ID,006010
689169,689170,X,,False,FREE-FORM DESCRIPTION,0369,,,,,45,1,37,0,1,O,,CRT,O,,AN,006010
689170,689171,X,,False,SECURITY LEVEL CODE,0786,,,,,2,2,38,0,1,O,,CRT,O,,ID,006010
689171,689172,X,,False,UNIT OR BASIS FOR MEASUREMENT CODE,0355,,,,,2,2,1,0,1,C,P  001002,CR1,C,,ID,006010
689172,689173,X,,False,WEIGHT,0081,,,,,10,1,2,0,1,C,,CR1,C,,R,006010
